,Unnamed: 0.1,Unnamed: 0,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,cluster
121928,121928,121929,22,0,0,9,11,11,53,30,35,30,5,10,13,3,0,10,0,0,0,1
126878,126878,126879,65,5,8,22,17,13,67,61,25,19,8,14,24,0,0,15,10,0,0,1
48361,48361,48362,31,0,5,27,5,46,256,25,68,39,5,18,10,5,0,46,5,3,5,4
83259,83259,83260,142,63,142,198,91,157,257,125,75,144,26,42,55,12,0,23,87,9,0,0
136955,136955,136956,195,55,64,349,99,162,370,216,110,113,4,35,94,50,0,47,25,13,0,3
36557,36557,36558,107,17,31,539,63,265,472,164,147,163,32,43,74,0,4,50,18,15,3,4
118415,118415,118416,530,74,118,1539,312,733,1262,730,460,562,113,225,385,13,50,102,128,116,46,1
148264,148264,148265,118,21,15,259,41,142,388,175,218,196,22,77,66,4,19,46,3,4,15,3
35325,35325,35326,14,8,1,8,5,7,53,19,29,27,8,4,9,3,3,7,3,0,0,4
151978,151978,151979,8,5,5,55,5,10,95,13,7,10,0,0,3,0,5,10,5,0,0,3
63466,63466,63467,51,8,20,120,23,42,235,50,139,125,25,30,38,4,6,20,14,13,15,0
100275,100275,100276,30,3,3,33,7,18,78,35,19,20,0,3,14,5,0,41,7,0,0,1
10066,10066,10067,102,44,109,185,63,183,272,97,39,101,8,23,34,10,0,31,44,24,0,2
131377,131377,131378,32,6,9,43,9,32,40,38,25,51,0,6,16,0,0,0,6,0,0,1
79478,79478,79479,48,30,19,72,28,19,29,22,0,12,4,8,27,0,0,0,15,0,0,0
14404,14404,14405,312,77,117,282,128,137,373,393,198,311,20,89,147,36,3,65,60,32,14,2
123172,123172,123173,497,44,89,1050,171,583,859,984,444,664,21,101,263,25,3,86,52,38,6,1
107917,107917,107918,24,0,8,85,22,117,328,26,103,106,17,45,14,0,0,28,12,7,9,1
25462,25462,25463,65,9,13,36,14,18,138,83,56,55,4,20,67,37,0,19,0,5,10,4
72614,72614,72615,134,14,8,85,48,36,210,241,116,249,64,70,220,56,4,26,13,0,7,0
88265,88265,88266,108,22,26,45,70,56,106,98,25,38,2,7,39,30,0,32,16,5,0,0
24659,24659,24660,84,11,15,148,29,79,353,169,98,263,129,85,181,3,7,21,0,12,0,4
83266,83266,83267,32,19,41,52,34,16,37,22,14,21,6,0,14,0,0,5,14,0,0,0
63806,63806,63807,70,20,28,145,30,46,196,148,131,169,44,49,69,35,4,15,11,14,8,0
41760,41760,41761,337,98,83,506,139,284,640,410,302,509,55,160,226,27,49,32,78,6,30,4
72034,72034,72035,212,57,50,291,117,113,390,317,233,292,68,79,110,45,1,39,41,12,9,0
137223,137223,137224,293,3,30,362,113,199,784,573,352,517,107,136,308,136,7,108,16,32,19,3
112309,112309,112310,52,11,15,36,12,37,79,67,23,65,7,7,29,13,0,20,11,7,0,1
126388,126388,126389,29,8,21,140,23,107,265,46,65,73,12,19,14,6,14,24,8,2,3,1
58691,58691,58692,27,8,15,55,8,8,24,21,21,40,5,0,7,5,4,5,4,3,0,4
27696,27696,27697,9,1,4,6,0,7,14,13,7,6,4,2,7,0,0,3,2,0,1,4
115703,115703,115704,26,13,16,32,9,46,54,28,8,20,0,3,6,10,0,2,13,10,0,1
85136,85136,85137,279,37,16,52,106,26,156,487,105,301,41,76,357,189,0,11,7,12,9,0
28079,28079,28080,62,10,12,658,70,328,637,120,185,228,47,110,80,2,5,34,25,29,20,4
21038,21038,21039,79,24,21,151,42,107,310,70,62,49,3,28,53,6,3,38,27,12,2,2
62441,62441,62442,159,68,105,442,82,108,190,113,62,88,12,10,46,37,0,12,43,3,0,4
18460,18460,18461,290,39,64,411,99,298,646,518,300,489,57,118,150,14,8,69,24,24,3,2
102720,102720,102721,50,8,11,22,16,15,57,59,4,29,10,5,19,3,0,20,4,0,0,1
45188,45188,45189,148,11,25,177,51,95,312,222,196,189,32,68,127,38,0,29,11,7,16,4
103362,103362,103363,189,39,51,216,79,101,193,227,100,164,9,46,114,32,10,34,22,8,0,1
111667,111667,111668,287,59,89,233,138,90,186,273,80,169,33,39,233,9,0,21,39,8,13,1
131282,131282,131283,69,14,44,68,58,43,54,43,27,46,25,8,17,15,0,0,21,0,0,1
49096,49096,49097,42,0,0,9,15,4,48,71,32,37,9,3,36,7,0,17,0,0,0,4
121567,121567,121568,15,6,5,18,5,10,11,1,4,8,2,2,11,0,0,0,8,1,5,1
69114,69114,69115,36,7,4,77,19,12,109,80,74,89,10,29,17,7,1,19,1,0,5,0
145347,145347,145348,15,8,4,43,6,37,55,36,17,34,14,14,14,0,0,10,4,3,0,3
34706,34706,34707,20,3,3,38,7,27,59,33,29,31,1,3,19,0,0,12,0,0,0,4
39243,39243,39244,56,22,18,227,35,71,143,115,85,85,9,19,39,8,4,32,17,6,0,4
42445,42445,42446,180,95,82,125,66,42,138,164,31,176,108,43,263,9,0,22,31,4,5,4
136751,136751,136752,1110,745,657,1534,681,526,1337,1047,350,687,189,233,859,262,69,126,235,57,24,3
68064,68064,68065,12,0,0,15,0,23,81,27,32,32,8,8,11,4,0,22,0,3,0,0
45525,45525,45526,61,41,46,95,43,53,71,37,30,28,3,1,13,4,4,4,27,0,0,4
19111,19111,19112,104,34,50,237,79,185,347,92,98,128,32,48,74,9,30,19,26,4,0,2
135917,135917,135918,40,8,17,51,17,25,39,45,11,44,4,10,16,0,0,10,4,0,0,3
28697,28697,28698,62,17,17,55,20,59,124,98,30,59,20,14,47,13,0,36,17,0,0,4
8428,8428,8429,21,3,9,46,2,34,39,18,14,24,5,5,17,0,0,1,1,0,0,2
123140,123140,123141,63,4,4,11,23,0,46,101,29,43,12,16,70,17,0,5,0,0,0,1
150359,150359,150360,294,84,90,375,135,190,366,461,208,273,49,53,112,45,2,84,72,29,12,3
36211,36211,36212,357,49,82,274,138,169,588,381,230,316,79,116,237,22,25,108,26,36,41,4
109271,109271,109272,44,5,17,153,7,54,162,92,64,51,10,4,54,4,0,72,0,4,0,1
1077,1077,1078,107,32,34,163,46,54,146,98,62,98,38,18,80,7,13,9,13,15,4,2
136453,136453,136454,169,42,35,71,60,11,108,150,25,41,22,10,87,62,0,7,0,0,0,3
100728,100728,100729,25,5,1,69,8,8,84,42,54,58,8,25,25,8,0,7,0,0,0,1
78414,78414,78415,35,7,7,32,7,20,41,40,22,39,8,0,15,7,0,9,7,4,0,0
55762,55762,55763,101,43,79,179,59,131,222,105,56,134,36,22,38,9,0,22,30,24,0,4
112609,112609,112610,5,0,0,46,12,30,33,9,7,7,12,7,0,0,0,7,0,2,0,1
87419,87419,87420,13,0,4,46,5,52,83,7,7,16,0,0,0,4,5,4,4,5,0,0
88225,88225,88226,172,22,19,150,66,80,280,282,143,246,32,107,201,80,0,28,6,4,4,0
161417,161417,161418,52,6,16,63,7,61,88,76,29,80,0,12,15,6,0,8,6,0,0,3
98930,98930,98931,144,105,138,467,78,197,578,92,168,176,50,51,64,26,81,22,71,6,0,0
135241,135241,135242,5,4,4,48,13,55,51,10,2,0,0,3,0,0,0,7,7,0,0,3
24840,24840,24841,29,4,4,16,19,15,51,19,15,13,4,15,5,9,0,12,0,0,0,4
67053,67053,67054,199,48,16,79,77,44,197,207,88,136,16,60,159,55,4,44,4,6,4,0
138388,138388,138389,219,201,175,118,165,76,157,133,37,100,39,60,119,55,0,8,68,0,0,3
127865,127865,127866,23,4,8,24,4,17,33,27,4,26,7,0,22,0,0,9,0,0,0,1
90553,90553,90554,34,4,11,51,21,28,29,16,7,9,0,0,7,0,0,0,15,7,0,0
161890,161890,161891,7,0,2,21,4,10,54,43,38,40,3,4,11,4,0,4,8,0,4,3
139321,139321,139322,30,6,6,18,3,10,27,29,21,33,5,0,12,7,0,4,6,4,0,3
122637,122637,122638,100,24,24,51,29,34,61,99,33,37,0,4,81,28,0,12,0,4,0,1
43650,43650,43651,161,52,73,125,85,61,141,104,29,22,6,0,54,32,0,35,19,8,0,4
41517,41517,41518,16,4,4,85,9,38,46,13,33,18,0,9,4,0,0,19,9,5,0,4
12290,12290,12291,38,19,22,100,31,45,166,75,44,43,3,8,37,5,0,32,14,25,4,2
36878,36878,36879,51,12,26,50,11,25,57,74,48,72,10,12,23,11,0,9,12,6,0,4
57920,57920,57921,267,94,172,249,76,192,385,205,77,123,17,41,81,4,0,90,107,69,0,4
20976,20976,20977,353,36,42,244,187,140,249,499,179,340,79,71,241,103,0,22,14,16,0,2
69814,69814,69815,8,10,10,27,8,17,40,17,13,15,2,5,0,0,3,3,0,0,0,0
11145,11145,11146,20,17,11,64,20,58,75,38,26,45,15,3,30,7,0,13,19,5,0,2
120482,120482,120483,204,111,85,308,159,273,694,179,93,198,39,104,136,84,28,41,44,9,0,1
127270,127270,127271,258,53,63,223,78,115,205,387,88,223,35,34,158,12,3,48,32,16,0,1
5095,5095,5096,35,6,6,22,13,11,33,31,5,14,2,0,16,4,0,5,6,5,0,2
136444,136444,136445,37,7,14,67,14,42,81,41,29,40,0,15,28,16,0,3,4,4,4,3
69343,69343,69344,127,175,138,101,86,53,82,38,29,18,5,7,32,34,0,3,58,0,0,0
102113,102113,102114,598,67,221,1407,294,575,1311,1027,592,1088,468,241,459,4,0,130,74,51,19,1
30735,30735,30736,36,4,4,47,21,17,95,76,83,78,7,34,35,19,0,5,5,5,6,4
9419,9419,9420,166,8,13,222,72,113,264,313,190,220,23,49,126,9,0,16,17,30,4,2
145426,145426,145427,276,56,65,265,118,119,368,369,180,262,64,87,258,63,13,45,15,3,7,3
98183,98183,98184,80,24,20,91,13,46,91,73,14,30,0,13,55,4,0,20,4,0,0,0
60852,60852,60853,392,133,116,276,105,90,284,548,206,379,65,74,276,157,0,42,12,14,5,4
118712,118712,118713,32,6,3,32,3,10,33,34,23,30,3,0,13,4,0,7,3,3,0,1
56939,56939,56940,77,47,29,86,72,54,116,45,39,45,4,17,37,21,0,5,9,0,0,4
120391,120391,120392,739,182,200,1571,379,391,803,1208,609,703,87,141,373,283,12,90,38,36,3,1
126281,126281,126282,5,0,2,21,7,25,67,8,9,4,5,5,3,0,0,3,0,0,0,1
159678,159678,159679,159,57,110,365,121,130,265,127,60,72,31,51,56,8,0,25,126,15,0,3
49129,49129,49130,11,5,10,8,14,16,40,10,13,29,17,22,9,0,2,5,5,0,0,4
28146,28146,28147,27,3,6,55,8,37,80,50,48,70,8,5,11,3,0,20,3,4,0,4
32485,32485,32486,132,69,66,236,65,124,200,128,72,83,12,30,53,36,2,16,28,11,4,4
83563,83563,83564,291,121,122,305,126,93,533,352,227,324,68,113,262,96,18,88,23,20,4,0
73264,73264,73265,24,7,7,41,14,19,41,22,12,7,5,5,7,0,0,8,2,0,0,0
98497,98497,98498,51,14,21,81,24,88,117,59,45,83,7,19,36,13,0,13,19,9,0,0
12481,12481,12482,41,11,17,37,15,8,44,50,34,59,5,4,16,7,0,9,6,0,0,2
37183,37183,37184,190,89,94,396,89,138,473,301,277,320,23,108,178,81,12,20,11,13,11,4
22589,22589,22590,282,61,128,349,141,212,534,370,204,329,98,71,182,15,0,107,80,40,14,2
128261,128261,128262,153,20,27,72,62,37,107,175,50,86,17,15,79,36,0,26,8,4,0,1
66619,66619,66620,95,19,8,116,45,66,276,148,101,144,25,45,94,26,9,48,1,15,0,0
77421,77421,77422,118,29,27,148,59,78,144,195,90,128,7,22,129,47,0,11,9,0,0,0
26182,26182,26183,50,25,43,89,23,46,75,38,3,34,5,4,15,10,0,12,23,3,0,4
69571,69571,69572,42,13,17,76,25,47,57,63,27,56,16,18,19,0,0,6,17,2,0,0
29957,29957,29958,63,13,49,115,22,66,63,59,9,42,3,2,22,7,3,6,11,8,0,4
58545,58545,58546,53,20,23,60,19,19,36,34,6,21,3,4,78,5,5,5,0,0,0,4
9663,9663,9664,0,0,0,119,3,58,94,4,16,16,0,3,5,0,4,3,5,4,3,2
105084,105084,105085,20,3,8,48,8,5,27,30,5,39,0,8,12,0,0,3,5,2,0,1
12950,12950,12951,36,0,3,25,4,17,43,47,22,69,0,11,21,0,0,3,0,0,0,2
110437,110437,110438,56,0,0,45,12,4,71,142,36,78,37,14,39,27,0,22,0,7,0,1
110593,110593,110594,78,27,34,81,32,24,90,114,62,68,9,32,42,16,0,7,9,21,0,1
12075,12075,12076,23,3,0,102,8,50,196,56,113,123,7,44,39,0,12,23,0,0,12,2
140862,140862,140863,85,17,13,63,25,29,113,145,93,109,20,30,62,12,0,3,3,0,0,3
113695,113695,113696,93,29,39,612,73,370,730,116,233,180,32,92,50,0,22,77,57,19,39,1
114632,114632,114633,56,14,10,15,22,11,35,40,8,8,0,2,29,8,0,2,0,0,0,1
79084,79084,79085,78,11,10,68,18,7,26,97,21,75,12,6,48,0,0,0,4,0,0,0
118014,118014,118015,47,0,0,46,14,15,34,73,25,19,0,0,43,4,0,0,0,3,4,1
68853,68853,68854,25,0,5,51,30,48,113,22,18,27,10,17,18,0,1,0,0,0,0,0
25982,25982,25983,704,182,185,1721,419,583,1947,1092,825,1330,668,443,711,40,151,199,129,80,76,4
28817,28817,28818,56,14,47,93,11,44,90,64,41,85,6,11,42,11,0,16,17,10,0,4
136500,136500,136501,53,11,11,78,5,52,71,60,34,65,7,13,31,11,0,12,11,9,0,3
59864,59864,59865,116,34,28,84,38,17,136,141,112,74,10,17,83,13,0,25,0,8,7,4
117824,117824,117825,107,21,26,34,51,35,159,142,89,125,8,45,48,78,0,25,5,0,3,1
145985,145985,145986,41,48,53,110,16,110,83,16,10,6,0,2,1,3,0,15,48,4,0,3
61300,61300,61301,36,10,2,106,22,62,280,57,82,110,18,45,38,12,17,17,3,0,7,4
5760,5760,5761,21,1,5,82,16,66,54,40,30,49,0,27,4,3,0,6,9,11,11,2
109412,109412,109413,59,35,38,102,34,69,127,33,14,27,9,9,27,9,6,8,21,0,0,1
84033,84033,84034,15,0,0,25,5,39,75,15,9,24,5,0,5,0,0,15,54,4,0,0
84890,84890,84891,53,41,33,64,14,42,92,69,52,78,6,37,34,9,0,3,7,0,0,0
121749,121749,121750,82,17,35,78,34,37,102,72,30,36,8,10,20,10,5,10,7,13,0,1
126694,126694,126695,92,24,56,287,36,235,383,141,94,198,10,38,32,11,13,40,41,13,0,1
67274,67274,67275,40,4,15,34,23,4,21,71,13,52,30,4,32,9,0,0,0,0,0,0
113083,113083,113084,42,11,24,68,16,44,85,51,42,61,5,15,25,12,0,18,11,10,0,1
122871,122871,122872,13,6,15,13,0,33,77,0,3,7,6,15,0,0,0,0,8,0,4,1
10645,10645,10646,30,10,13,26,6,11,37,28,19,36,4,3,13,10,0,4,10,4,0,2
5832,5832,5833,34,0,3,46,10,17,69,66,31,56,7,21,30,0,0,4,0,45,5,2
127982,127982,127983,200,25,38,95,58,12,61,238,26,120,69,8,376,0,0,0,4,9,3,1
6561,6561,6562,18,3,3,17,9,27,97,25,29,23,2,14,20,8,0,16,0,5,1,2
76475,76475,76476,64,7,23,81,18,37,112,97,56,79,26,13,59,0,0,22,6,27,0,0
85245,85245,85246,21,0,1,27,14,18,53,43,49,71,26,22,32,0,0,3,2,0,0,0
35707,35707,35708,27,0,8,46,17,21,88,13,26,18,6,4,6,0,0,10,5,7,0,4
120276,120276,120277,35,0,0,13,14,12,65,26,11,40,0,35,52,0,5,4,0,0,4,1
56267,56267,56268,28,5,15,33,21,29,30,14,0,2,4,5,8,0,0,3,8,0,0,4
17823,17823,17824,45,15,22,55,24,40,67,38,21,35,3,3,17,15,0,9,15,4,0,2
128638,128638,128639,78,22,33,86,31,90,134,118,38,103,3,22,48,13,0,18,20,13,0,1
75619,75619,75620,19,4,6,107,20,115,247,42,84,93,14,39,28,2,0,19,11,7,0,0
137775,137775,137776,108,14,31,120,44,112,192,220,108,179,23,38,86,0,0,31,35,11,0,3
23734,23734,23735,33,0,14,78,0,24,111,90,34,104,2,18,22,17,3,8,0,0,0,2
862,862,863,10,5,15,40,9,17,89,10,44,35,9,18,12,0,0,10,0,4,8,2
28105,28105,28106,47,0,0,26,0,11,52,77,37,87,6,17,28,2,0,13,0,3,0,4
52542,52542,52543,360,123,76,192,187,79,240,367,114,191,23,66,210,167,0,35,24,7,8,4
7975,7975,7976,37,9,15,39,9,19,56,46,42,59,6,9,18,10,0,13,9,6,0,2
86926,86926,86927,113,40,53,155,98,81,152,119,75,80,42,36,41,25,0,18,36,9,0,0
48724,48724,48725,83,19,23,128,35,44,207,113,128,150,17,84,69,20,0,16,0,6,11,4
69558,69558,69559,44,10,15,88,16,70,90,77,42,78,3,13,25,10,0,21,10,7,0,0
144187,144187,144188,312,79,96,372,123,177,416,379,218,291,49,75,210,41,14,57,44,17,8,3
114965,114965,114966,197,111,74,182,85,64,243,203,141,142,11,46,131,98,0,13,15,9,3,1
70429,70429,70430,30,21,25,90,17,14,25,40,23,0,4,0,25,4,0,5,0,0,0,0
46974,46974,46975,555,189,201,662,305,173,676,635,214,463,231,155,423,27,83,119,113,25,12,4
29789,29789,29790,164,80,113,198,110,145,174,104,56,54,11,41,53,69,0,10,36,3,0,4
72627,72627,72628,42,18,21,46,13,4,47,53,4,29,25,8,17,0,0,9,4,2,0,0
126985,126985,126986,33,28,28,37,22,42,108,12,12,17,3,6,1,11,0,18,20,13,0,1
125992,125992,125993,76,16,16,100,30,38,59,102,47,72,0,17,53,4,0,9,5,4,4,1
121390,121390,121391,34,18,13,101,16,34,89,66,21,72,38,31,28,0,0,9,5,1,0,1
131931,131931,131932,37,12,9,33,34,39,169,40,29,75,17,32,33,0,7,31,4,11,0,1
95851,95851,95852,20,3,10,48,10,74,130,12,39,58,0,42,7,0,0,23,5,8,20,0
62298,62298,62299,150,13,35,286,75,117,426,227,200,191,41,49,108,23,1,72,26,64,0,4
74808,74808,74809,402,19,44,114,121,59,264,423,106,404,212,132,377,60,0,29,17,21,13,0
106010,106010,106011,48,6,9,50,21,19,54,60,46,54,7,10,21,16,3,13,3,0,0,1
157598,157598,157599,84,11,3,136,33,72,337,143,165,234,42,98,100,34,8,28,0,11,16,3
76111,76111,76112,8,8,19,92,11,95,167,10,3,11,0,2,4,2,3,6,12,0,0,0
809,809,810,147,36,62,213,69,127,418,197,100,105,78,40,77,4,0,160,113,47,18,2
131526,131526,131527,253,33,119,355,111,193,465,275,138,248,65,37,137,11,0,103,49,48,0,1
101723,101723,101724,405,52,77,1485,206,646,2172,584,633,671,189,279,359,3,88,183,99,89,60,1
93874,93874,93875,121,41,42,85,54,38,86,174,51,94,15,26,86,64,0,17,4,0,5,0
109117,109117,109118,55,22,28,118,20,63,148,67,57,82,3,22,39,6,8,14,12,0,0,1
97086,97086,97087,228,103,95,304,79,143,300,285,146,180,24,50,158,107,15,43,25,3,0,0
65600,65600,65601,105,4,6,129,31,55,99,143,40,68,7,15,99,0,0,11,5,14,4,0
57269,57269,57270,68,20,21,46,28,17,31,61,15,12,0,0,41,0,0,0,3,4,0,4
80710,80710,80711,64,8,8,68,12,60,154,103,76,125,7,53,55,13,0,29,4,8,15,0
107480,107480,107481,278,73,113,191,131,68,179,254,87,132,11,18,111,60,0,25,29,19,4,1
158455,158455,158456,281,25,26,238,120,108,405,480,214,431,90,143,269,115,3,63,9,7,4,3
126159,126159,126160,46,0,0,42,0,22,70,72,46,91,5,18,21,0,0,16,0,13,0,1
112778,112778,112779,230,82,65,171,125,177,244,191,42,111,15,36,158,61,35,35,28,9,0,1
111798,111798,111799,191,58,58,139,80,61,81,193,54,121,10,20,113,24,1,10,10,5,1,1
141584,141584,141585,93,54,68,169,30,76,119,98,48,86,17,8,36,13,4,8,36,15,0,3
101970,101970,101971,74,30,46,120,54,49,80,31,40,34,1,26,7,2,4,8,12,0,4,1
47258,47258,47259,347,211,354,748,266,295,416,187,106,108,61,37,139,19,9,24,154,14,0,4
28209,28209,28210,26,4,4,47,8,38,66,64,49,59,7,23,34,4,0,5,0,3,5,4
159569,159569,159570,56,17,27,82,42,31,155,82,47,57,24,55,32,5,0,40,14,11,5,3
126475,126475,126476,25,7,7,12,4,21,84,45,47,56,8,20,27,16,0,18,0,0,4,1
11051,11051,11052,982,171,195,669,408,237,1099,1483,537,955,285,187,762,313,38,231,59,43,8,2
122084,122084,122085,197,30,30,204,79,119,216,246,90,171,43,40,202,69,0,24,10,0,5,1
713,713,714,366,138,110,423,248,283,425,462,183,331,49,78,293,112,8,27,33,0,7,2
80682,80682,80683,119,24,53,217,49,168,309,215,92,273,71,59,102,5,0,22,21,18,3,0
100289,100289,100290,116,12,21,15,52,16,48,94,21,53,12,22,78,65,0,4,6,0,0,1
31719,31719,31720,677,282,354,1343,419,625,1989,766,440,772,286,307,492,128,356,221,206,53,31,4
111004,111004,111005,84,12,34,414,36,220,477,116,187,209,55,121,68,8,4,46,52,20,38,1
24075,24075,24076,12,0,3,57,11,15,59,8,11,6,1,6,16,0,4,16,5,1,0,2
105967,105967,105968,121,74,63,147,48,50,143,98,54,87,54,30,146,7,8,11,36,4,8,1
109728,109728,109729,20,7,10,21,9,6,28,18,13,19,0,0,6,6,0,8,7,3,0,1
62312,62312,62313,81,89,94,108,72,86,72,35,9,8,4,4,8,20,0,5,45,0,0,4
121593,121593,121594,116,29,33,138,91,99,185,69,73,109,33,54,24,21,0,26,28,6,0,1
92582,92582,92583,28,0,0,71,2,55,98,47,46,84,0,17,9,4,0,13,0,6,0,0
28330,28330,28331,112,74,102,68,53,25,77,62,1,21,0,0,33,9,0,33,32,10,0,4
79440,79440,79441,21,4,4,37,3,30,41,22,18,27,4,14,17,2,0,11,0,0,0,0
133717,133717,133718,48,2,6,56,12,28,44,45,9,28,5,8,44,0,0,4,2,5,9,3
138987,138987,138988,65,21,34,95,56,87,131,39,22,17,11,12,23,0,0,18,9,0,0,3
27444,27444,27445,44,5,4,118,13,50,80,72,20,41,37,15,54,0,0,27,5,5,0,4
46549,46549,46550,30,19,14,123,20,34,159,54,63,80,40,45,28,0,5,1,9,1,0,4
4752,4752,4753,52,12,23,89,16,76,163,60,83,96,7,27,18,6,10,7,13,3,4,2
5114,5114,5115,65,20,42,139,37,56,84,53,26,87,18,18,27,0,8,0,32,0,0,2
55726,55726,55727,61,18,13,78,32,25,77,77,60,108,63,34,38,8,4,8,4,0,3,4
23231,23231,23232,313,94,81,368,211,165,827,376,315,502,331,237,265,56,21,93,38,36,57,2
109056,109056,109057,288,137,133,403,178,370,517,316,148,213,40,59,184,95,7,50,84,7,4,1
4890,4890,4891,654,183,332,1145,326,453,772,873,334,658,199,136,448,37,0,102,114,38,0,2
52562,52562,52563,27,3,3,14,15,11,80,31,34,24,4,0,8,4,0,10,0,3,0,4
19559,19559,19560,0,0,0,16,0,12,84,30,27,62,0,30,54,12,0,8,4,0,0,2
133786,133786,133787,756,190,215,962,347,423,1475,1044,590,880,173,273,632,212,198,211,68,66,68,3
140142,140142,140143,40,24,20,66,29,54,259,77,168,149,16,62,23,8,4,27,3,4,12,3
81346,81346,81347,54,38,37,56,6,26,84,55,49,60,4,18,20,26,0,12,0,4,0,0
92750,92750,92751,32,25,18,48,43,36,68,33,25,12,4,7,4,8,0,9,8,0,0,0
94694,94694,94695,18,0,0,45,0,37,67,21,19,24,0,0,4,4,0,4,0,5,0,0
152692,152692,152693,77,5,6,34,14,27,100,133,53,104,24,41,138,0,0,13,5,13,16,3
94696,94696,94697,38,4,9,110,22,64,65,35,20,42,8,19,11,0,0,4,9,0,3,0
43833,43833,43834,48,48,32,54,42,24,61,25,19,37,16,0,22,0,9,9,27,0,0,4
88483,88483,88484,21,3,5,89,11,94,144,22,44,35,7,24,20,3,0,29,3,0,0,0
62984,62984,62985,23,14,20,49,13,50,46,22,3,41,0,4,3,10,0,8,14,5,0,4
130913,130913,130914,27,5,20,47,7,19,28,1,9,10,4,9,5,0,0,4,5,0,0,1
55686,55686,55687,77,11,7,70,50,28,48,94,30,58,10,11,55,29,0,10,9,0,0,4
26426,26426,26427,122,47,44,288,92,97,395,83,95,90,50,50,72,9,39,13,15,3,8,4
152980,152980,152981,127,29,43,218,49,92,156,136,45,101,25,30,165,0,0,10,22,8,4,3
11200,11200,11201,33,8,14,28,28,13,23,19,7,18,8,7,13,7,0,5,4,0,0,2
118726,118726,118727,184,68,78,213,87,226,590,128,81,173,23,69,91,42,0,52,25,11,0,1
67483,67483,67484,130,47,47,91,52,47,153,152,90,131,20,47,103,26,0,15,4,0,0,0
12732,12732,12733,92,73,83,117,72,67,64,38,19,26,5,18,27,10,0,0,16,0,0,2
82997,82997,82998,35,10,15,35,7,14,51,46,41,64,6,16,19,5,0,6,6,5,0,0
97889,97889,97890,738,724,1049,902,511,275,353,325,68,123,12,55,201,189,3,22,220,2,0,0
143581,143581,143582,4,0,3,43,0,17,39,14,6,21,13,7,5,0,4,1,0,0,0,3
142227,142227,142228,31,4,9,11,18,10,30,48,27,25,6,9,9,12,0,5,0,0,0,3
134335,134335,134336,236,18,22,65,76,24,118,244,65,147,33,49,168,137,0,15,0,2,0,3
6104,6104,6105,0,5,5,38,5,16,22,4,12,22,3,10,4,0,0,1,0,3,5,2
52826,52826,52827,42,3,8,44,11,26,34,45,16,48,0,7,25,0,0,0,5,0,0,4
119532,119532,119533,23,4,8,19,19,23,49,28,22,17,7,5,5,0,0,4,6,12,0,1
135420,135420,135421,220,36,49,360,58,210,396,351,182,372,79,77,196,14,0,59,11,6,5,3
436,436,437,237,73,104,297,111,180,364,269,107,218,88,70,229,14,0,20,96,25,2,2
34552,34552,34553,36,6,17,29,12,12,30,37,21,46,5,11,8,0,0,0,6,0,0,4
2071,2071,2072,19,0,6,22,3,12,39,18,4,15,0,4,15,0,0,16,0,0,0,2
156782,156782,156783,31,4,0,57,11,40,91,40,51,41,4,14,17,10,0,18,0,4,0,3
68982,68982,68983,8,9,17,54,14,42,34,0,37,13,0,29,2,0,0,3,12,0,2,0
151198,151198,151199,144,7,53,173,154,59,185,230,97,317,286,81,104,0,0,9,9,0,0,3
71264,71264,71265,224,141,122,243,170,57,159,208,100,397,528,122,126,97,0,5,44,3,2,0
47015,47015,47016,121,17,4,85,52,49,197,214,64,211,56,54,242,44,0,27,0,4,14,4
148074,148074,148075,28,0,3,31,4,41,122,18,15,14,4,0,3,0,6,12,11,0,0,3
118392,118392,118393,16,3,5,68,7,64,276,25,58,31,5,21,7,5,4,49,2,5,0,1
118933,118933,118934,30,0,0,14,0,1,29,33,24,40,7,4,15,3,0,3,0,3,0,1
117842,117842,117843,219,8,47,276,53,210,486,271,143,234,53,60,126,0,0,125,54,66,8,1
135512,135512,135513,50,12,23,137,17,104,285,42,87,97,3,53,18,4,14,23,16,5,0,3
99512,99512,99513,114,20,22,106,51,44,197,248,115,155,16,30,92,52,9,30,2,0,4,0
81675,81675,81676,24,2,5,51,0,39,136,23,63,45,1,35,0,0,10,34,8,0,15,0
32483,32483,32484,97,10,21,287,62,100,247,133,113,145,62,19,96,9,16,22,13,5,6,4
87434,87434,87435,51,9,17,299,41,165,207,37,39,115,94,48,32,0,0,5,27,3,5,0
35968,35968,35969,120,36,53,250,55,148,357,188,152,244,49,47,60,12,8,26,29,24,4,4
42906,42906,42907,67,20,10,150,30,113,350,46,92,90,22,57,31,0,14,37,17,19,40,4
2484,2484,2485,30,5,14,45,9,23,104,42,9,22,13,5,26,0,0,20,0,0,0,2
118387,118387,118388,44,35,28,51,30,40,93,30,37,37,0,25,32,12,0,11,1,0,0,1
90237,90237,90238,52,14,24,68,25,31,70,88,48,85,10,9,34,6,0,17,14,8,0,0
27895,27895,27896,266,95,115,401,230,236,459,179,136,199,46,93,164,40,12,9,99,7,19,4
14386,14386,14387,68,51,4,94,82,34,260,61,99,124,57,91,71,0,21,26,8,5,12,2
161215,161215,161216,55,0,5,22,9,44,232,78,62,109,22,59,32,5,0,25,0,9,5,3
